262306,1900,1427,230,2,4028,4672,236
285365,1191,1415,250,2,7195,4753,233
318187,361,1801,277,2,9331,4704,210
120392,883,333,107,2,6817,4870,199
970,1961,278,6,2,3170,5171,284
248400,1354,1842,218,2,3386,4010,223
140019,2134,92,123,2,1874,8415,287
353222,897,1196,304,2,2707,3487,263
277028,2083,1784,242,2,3221,3986,251
289426,1366,693,253,2,3205,4138,239
23230,1746,1589,24,2,2688,5144,183
402232,1213,496,339,2,11404,5685,441
178824,2397,1743,158,2,3088,4306,199
384919,1001,1438,327,2,3922,3950,291
37807,399,2081,36,2,1886,9691,256
362928,1177,1888,311,2,4362,3934,271
330774,2375,882,287,2,2428,3632,247
350934,1428,1759,302,2,3723,4070,279
5071,2262,1913,9,2,2000,5521,174
387188,1033,2042,329,2,2882,3805,254
411089,1058,1990,344,2,2525,3499,263
106271,1889,159,94,2,2462,5786,257
308189,1036,979,269,2,3824,3830,239
56084,2453,1632,51,2,1698,5552,178
32346,884,1296,32,2,2645,4597,190
129463,2490,120,114,2,6022,5011,200
285487,1741,1773,250,2,3479,4387,262
347770,488,1726,300,2,2139,4061,249
318881,429,943,278,2,2762,3472,245
176820,1726,264,156,2,2231,4128,273
371111,1419,969,318,2,3659,4325,389
9104,2128,1012,12,2,2908,4900,171
64139,1326,1040,58,2,5125,5169,183
92366,1237,1218,83,2,5178,5487,172
75953,1341,753,68,2,3086,5913,230
362605,86,267,311,2,4569,4390,286
369464,1724,506,316,2,4718,8084,1252
20610,1911,1661,22,2,1920,4965,177
330266,626,1123,286,2,2967,3757,258
21461,52,2022,22,2,1764,4188,270
45475,808,921,42,2,4677,5015,210
77223,2454,2078,69,2,2118,5201,200
413956,1711,75,345,2,8150,5471,331
361589,365,1243,310,2,2610,3381,272
33621,2282,69,33,2,7749,5850,211
199729,2431,304,176,2,3263,4243,225
48678,1946,1322,45,2,2417,4370,193
439447,1375,1565,359,2,4555,3969,331
101889,924,737,90,2,3768,4367,194
71625,457,1077,64,2,3183,4264,168
204218,892,1266,180,2,3354,4247,212
405060,1440,731,342,2,3645,4961,529
129495,2291,207,114,2,2759,4332,203
304500,1884,1504,265,2,4742,3904,238
119388,179,1966,106,2,3380,9497,313
27454,2172,1643,27,2,3538,6054,182
328609,718,237,285,2,4322,4476,263
104048,939,1460,92,2,3645,4529,182
55379,2238,1969,50,2,2101,5202,177
417986,1279,1821,347,2,5493,4018,308
261481,374,1029,229,2,3152,5120,409
324292,65,1629,282,2,8985,5496,292
12014,979,1130,15,2,3480,5926,205
99982,1105,979,89,2,3527,4269,177
432904,147,2084,354,2,2443,3900,316
61559,1263,317,56,2,3719,4467,221
155774,643,884,138,2,2918,4259,219
147257,231,1815,130,2,8212,4274,237
209494,547,1259,184,2,2665,3877,226
106003,2454,2069,94,2,1790,4575,167
401020,1619,171,338,2,6581,4966,339
279886,917,1951,245,2,4072,4285,226
73834,1409,515,66,2,1348,5525,251
256757,339,530,225,2,2635,3907,240
142157,221,1949,126,2,9004,4815,245
74405,2252,1644,67,2,2664,5413,204
235298,2174,304,207,2,17625,4606,201
383477,618,1837,326,2,2054,4535,283
151242,173,377,134,2,6253,5091,202
9347,1488,246,13,2,1956,4380,266
176293,1591,296,156,2,2132,3942,263
301271,1001,1058,263,2,4771,4322,238
211908,997,526,186,2,6643,4382,229
333699,147,1535,289,2,2464,4029,284
41609,1298,115,39,2,1744,4315,228
441338,487,1567,361,2,2368,4320,346
154161,1247,1896,136,2,4139,4866,209
99003,1167,2067,88,2,2426,4357,190
330605,2349,1471,286,2,3688,3679,248
10949,1412,190,14,2,1942,4883,242
371467,2272,267,318,2,6102,4579,293
105554,914,903,93,2,2842,4634,216
330733,1345,1391,286,2,3717,3982,238
242065,1465,1238,212,2,2992,4768,244
141747,1280,1987,126,2,2029,4397,198
317534,2175,1846,277,2,3548,3751,255
426235,2284,433,350,2,3134,8377,334
66133,612,2091,60,2,2652,4989,254
414646,326,1359,345,2,2417,3895,334
71040,2488,266,64,2,3968,5035,189
364413,2062,290,312,2,9712,4793,287
288762,2196,1765,253,2,3106,3731,249
347768,1936,1239,300,2,4027,3489,267
171051,2292,253,151,2,4827,4363,213
174909,2255,142,155,2,5533,4716,206
376316,329,1758,321,2,9090,4371,288
191416,1735,1184,168,2,3885,4352,187
135566,1930,242,120,2,2005,3897,243
16067,1296,1085,18,2,10321,5408,188
252045,1539,1763,221,2,3540,4287,226
413776,1961,783,345,2,5379,7544,1034
119439,183,1799,106,2,2161,3968,267
236076,1334,2040,207,2,6165,4669,204
253199,348,1819,222,2,7382,4499,204
64981,1899,1865,59,2,2557,5265,193
285731,516,1204,250,2,3100,4272,270
125270,648,1465,111,2,4926,4813,180
398119,2491,2075,336,2,3166,3525,292
162293,166,1855,144,2,9899,5642,240
316194,2481,977,275,2,2447,3545,259
227150,1791,514,200,2,3428,4518,255
99876,688,1438,89,2,3476,4200,169
86854,473,1488,78,2,2895,4603,194
101275,1330,1806,90,2,5279,5053,194
366124,521,1695,313,2,2106,4608,316
344614,1803,383,298,2,3065,4897,474
303517,1933,484,265,2,9886,5592,279
109517,115,1910,97,2,2869,4106,269
435191,2424,1682,356,2,3806,3264,334
344326,977,2032,298,2,2777,3697,227
363399,1261,1997,311,2,2981,3661,263
434207,2328,1530,355,2,3489,3224,347
312634,587,1274,273,2,3558,3551,237
356321,1223,228,306,2,9733,4768,241
351576,783,870,303,2,3240,3461,267
416204,1112,1239,346,2,2350,3304,321
256496,1860,165,225,2,1456,3484,223
275300,1519,1907,241,2,3479,4433,242
60002,1358,1215,55,2,2541,5100,246
320174,1516,2062,279,2,3825,4295,262
357708,1599,1960,307,2,3576,3844,277
93252,734,496,83,2,2631,4646,185
369003,648,1702,315,2,2731,3805,244
257623,1731,972,226,2,4574,4575,228
441830,770,1621,361,2,3134,4526,347
375331,795,1688,321,2,3371,3763,245
199508,522,1082,176,2,2751,4014,254
82327,427,1189,74,2,2842,4514,183
277881,1698,763,243,2,4748,4721,296
416345,577,289,346,2,2468,4403,430
9315,1226,1574,13,2,2891,5169,178
271825,1265,1374,238,2,7001,4335,217
222773,396,716,195,2,2490,4213,266
25774,473,1474,26,2,2063,5087,200
344455,1862,880,298,2,5299,5313,733
401106,204,911,338,2,3160,3847,423
356796,439,1601,307,2,1926,3847,295
69468,1672,313,62,2,2095,5959,244
354385,499,977,305,2,2654,3349,266
350345,1569,1666,302,2,3237,3965,300
306010,287,1989,267,2,8987,4949,187
130246,2379,568,115,2,3018,4884,168
117987,2131,115,104,2,1735,4713,218
183497,744,415,162,2,3473,4248,201
171429,1340,1048,152,2,5012,4311,197
